JapKF,Jap,2,B2,1,2,"Japanisch II – Grammatik und Kommunikationsübungen (Gruppe 2)"
JapKF,Jap,2,B3,1,3,"Japanisch II – Grammatik und Kommunikationsübungen (Gruppe 3)"
JapKF,Jap,2,B3,1,4,"Japanisch II – Grammatik und Kommunikationsübungen (Gruppe 4)"
JapKF,Jap,2,B4,2,0,"Japanisch II – Schreib- und Leseübungen (Gruppe 3)"
JapKF,Jap,2,B4,2,0,"Japanisch II – Schreib- und Leseübungen (Gruppe 4)"
JapKF,Jap,2,B5,3,0,"Japanisch II – Grammatik und leichte Textlektüre (Gruppe 2)"
JapKF,Jap,2,C1,1,3,"Japanisch II – Grammatik und Kommunikationsübungen (Gruppe 3)"
JapKF,Jap,2,C5,3,0,"Japanisch II – Grammatik und leichte Textlektüre (Gruppe 3)"
JapKF,Jap,2,D1,1,4,"Japanisch II – Grammatik und Kommunikationsübungen (Gruppe 4)"
JapKF,Jap,2,D2,1,3,"Japanisch II – Grammatik und Kommunikationsübungen (Gruppe 3)"
JapKF,Jap,2,D3,5,0,"Einführung in die Geschichte Japans (wird auch im 1. Semester angeboten)"
JapKF,Jap,2,D4,6,0,"Einführung in die japanische Gesellschaft (wird auch im 1. Semester angeboten)"
JapKF,Jap,2,E2,1,4,"Japanisch II – Grammatik und Kommunikationsübungen (Gruppe 4)"
JapKF,Jap,3,A1,1,0,"Japanisch III – Grammatik und Lektüre leichter Texte "
JapKF,Jap,3,A2,2,1,"Japanisch III – Grammatik und Kommunikationsübungen "
JapKF,Jap,3,A3,2,1,"Japanisch III – Grammatik und Kommunikationsübungen "
JapKF,Jap,3,A5,2,1,"Japanisch III – Grammatik und Kommunikationsübungen "
JapKF,Jap,3,B1,1,0,"Japanisch III – Grammatik und Lektüre leichter Texte "
JapKF,Jap,4,A1,1,1,"Japanisch IV – Grammatik und Lektüre leichter Texte (Gruppe 1)"
JapKF,Jap,4,A2,2,1,"Japanisch IV – Kanji- und Leseübungen (Gruppe 1)"
JapKF,Jap,4,A3,3,1,"Japanisch IV – Grammatik und Kommunikationsübungen (Gruppe 1)"
JapKF,Jap,4,A4,3,1,"Japanisch IV – Grammatik und Kommunikationsübungen (Gruppe 1)"
JapKF,Jap,4,A5,3,1,"Japanisch IV – Grammatik und Kommunikationsübungen (Gruppe 1)"
JapKF,Jap,4,B1,1,2,"Japanisch IV – Grammatik und Lektüre leichter Texte (Gruppe 2)"
JapKF,Jap,4,B2,2,2,"Japanisch IV – Kanji- und Leseübungen (Gruppe 2)"
JapKF,Jap,4,B3,3,2,"Japanisch IV – Grammatik und Kommunikationsübungen (Gruppe 2)"
JapKF,Jap,4,B4,3,2,"Japanisch IV – Grammatik und Kommunikationsübungen (Gruppe 2)"
JapKF,Jap,4,B5,3,2,"Japanisch IV – Grammatik und Kommunikationsübungen (Gruppe 2)"
JapKF,Jap,4,C2,2,3,"Japanisch IV – Kanji- und Leseübungen (Gruppe 3)"
JapKF,Jap,4,C4,3,3,"Japanisch IV – Grammatik und Kommunikationsübungen (Gruppe 3)"
JapKF,Jap,4,C5,3,3,"Japanisch IV – Grammatik und Kommunikationsübungen (Gruppe 3)"
JapKF,Jap,4,D3,3,3,"Japanisch IV – Grammatik und Kommunikationsübungen (Gruppe 3)"
JidEF,Jid,1,A2,2,0,"Jiddisch I, Sprachkurs, BA-Modul I"
JidEF,Jid,1,C1,1,0,"Konversations- und Lesekurs, Übung, BA-Modul I"
JidEF,Jid,2,A1,1,0,"Lesen jiddischer Handschriften und Drucke, BA-Modul III"
JidEF,Jid,2,A2,3,0,"Jiddisch II, Sprachkurs, BA-Modul I"
JidEF,Jid,2,A3,6,0,"BA-Aufbaumodul ""Einführung"""
JidEF,Jid,2,B2,4,0,"Lektüre modern-jiddischer Texte und Konversation, BA-Modul III"
JidEF,Jid,2,B2,5,0,"Seminar, BA-Aufbaumodul"
JidEF,Jid,2,C1,2,0,"Konversations- und Lesekurs, Übung, BA-Modul I"
JidEF,Jid,3,A1,1,0,"Einführung in Jiddische Kultur, Sprache und Literatur, BA-Modul II "
JidEF,Jid,3,A2,3,0,"Jiddisch I, Sprachkurs, BA-Modul I"
JidEF,Jid,3,A3,4,0,"Die jiddische Sprache und ihre Rolle in der aschkenasischen Kultur, BA-Modul II, Jiddisch III, Sprachkurs, BA-Modul III"
JidEF,Jid,3,A4,5,0,"Jiddisch III, Sprachkurs, BA-Modul III"
JidEF,Jid,3,C1,2,0,"Konversations- und Lesekurs, Übung, BA-Modul I"
JidEF,Jid,4,A1,1,0,"Lesen jiddischer Handschriften und Drucke, BA-Modul III"
JidEF,Jid,4,A2,3,0,"Jiddisch II, Sprachkurs, BA-Modul I"
JidEF,Jid,4,B2,4,0,"Lektüre modern-jiddischer Texte und Konversation, BA-Modul III"
JidEF,Jid,4,C1,2,0,"Konversations- und Lesekurs, Übung, BA-Modul I"
JudEF,Jud,1,D1,1,0,"Bibelhebräisch I"
JudEF,Jud,1,D4,2,0,"Bibelhebräisch I"
JudEF,Jud,1,E2,3,0,"Einführung in die Judaistik I"
JudEF,Jud,2,D2,1,0,"Einführung in die Judaistik II"
JudEF,Jud,3,C1,1,0,"Modernhebräisch im Ergänzungsfach"
JudEF,Jud,3,C2,2,0,"Modernhebräisch im Ergänzungsfach"
JudKF,Jud,1,D1,1,0,"Bibelhebräisch I"
JudKF,Jud,1,D2,2,0,"Modernhebräisch I"
JudKF,Jud,1,D4,3,0,"Bibelhebräisch I"
JudKF,Jud,1,E2,4,0,"Einführung in die Judaistik I"
JudKF,Jud,2,D2,1,0,"Einführung in die Judaistik II"
JudKF,Jud,2,D5,2,0,"Bibelhebräisch II"
JudKF,Jud,2,D5,2,0,"Bibelhebräisch II"
JudKF,Jud,2,E2,3,0,"Bibelhebräisch II"
JudKF,Jud,2,E2,3,0,"Bibelhebräisch II"
JudKF,Jud,2,E4,4,0,"Modernhebräisch II"
JudKF,Jud,3,A5,4,0,"Mischnahebräisch I"
JudKF,Jud,4,A5,1,0,"Mischnahebräisch II"
KomEF,Kom,1,A1,1,0,"Grundkurs Das Mediensystem in Deutschland  A"
KomEF,Kom,1,B1,1,0,"Grundkurs B"
KomEF,soz,1,B4,2,0,"Vorlesung: Methoden der Sozialwissenschaften I"
